tod_main_mode,trip_purpose_main_mode,model_type_main_mode,main_mode_utility_lhs,main_mode_utility_equation,main_mode_comments,tod_access_mode,trip_purpose_access_mode,model_type_access_mode,access_transit_mode,access_mode_utility_lhs,access_mode_utility_equation,access_mode_comments,tod_egress_mode,trip_purpose_egress_mode,model_type_egress_mode,egress_transit_mode,egress_mode_utility_lhs,egress_mode_utility_equation,egress_mode_comments
AM,HBW,MNL,V_Walk,0.192 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,AM,HBW,MNL,Bus,V_access_Walk,0.963 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,AM,HBW,MNL,Bus,V_egress_Walk,0.287 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBW,MNL,V_Bicycle,(-0.751) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,AM,HBW,MNL,Bus,V_access_Bicycle,0.246 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,AM,HBW,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBW,MNL,V_Own_Two_Wheeler,0.309 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,AM,HBW,MNL,Bus,V_access_Own_Two_Wheeler,0.259 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,AM,HBW,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.259 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBW,MNL,V_Own_Car,(-0.132) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,AM,HBW,MNL,Bus,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,AM,HBW,MNL,Bus,V_egress_App_Based_Car,0.111 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBW,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,AM,HBW,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,AM,HBW,MNL,Metro,V_egress_Walk,0.162 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBW,MNL,V_Metro,0.246 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,AM,HBW,MNL,Bus,V_access_App_Based_Two_Wheeler,0.259 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,AM,HBW,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBW,MNL,V_Bus_and_Metro,(-3.023) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,AM,HBW,MNL,Bus,V_access_App_Based_Car,0.111 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,AM,HBW,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.144 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBW,MNL,V_Auto_Rickshaw,(-2.171) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,AM,HBW,MNL,Metro,V_access_Walk,0.048 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,AM,HBW,MNL,Metro,V_egress_App_Based_Car,0.062 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBW,MNL,V_App_Based_Two_Wheeler,(-1.021) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,AM,HBW,MNL,Metro,V_access_Bicycle,0.012- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,AM,HBW,MNL,Bus_and_Metro,V_egress_Walk,0.130 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBW,MNL,V_App_Based_Car,(-1.021) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,AM,HBW,MNL,Metro,V_access_Own_Two_Wheeler,0.632 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,AM,HBW,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBW,MNL,V_Vehicle_Pool,(-1.021) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,AM,HBW,MNL,Metro,V_access_Own_Car,(-0.271) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,AM,HBW,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.113 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBW,MNL,V_School_Bus,(-1.021) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,AM,HBW,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,AM,HBW,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.049 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBE,MNL,V_Walk,0.230 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,AM,HBW,MNL,Metro,V_access_App_Based_Two_Wheeler,0.632 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,AM,HBE,MNL,Bus,V_egress_Walk,0.258- 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBE,MNL,V_Bicycle,(-0.600) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,AM,HBW,MNL,Metro,V_access_App_Based_Car,(-0.271) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,AM,HBE,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBE,MNL,V_Own_Two_Wheeler,0.339 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,AM,HBW,MNL,Bus_and_Metro,V_access_Walk,0.963 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,AM,HBE,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.233- 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBE,MNL,V_Own_Car,(-0.118) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,AM,HBW,MNL,Bus_and_Metro,V_access_Bicycle,0.246 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,AM,HBE,MNL,Bus,V_egress_App_Based_Car,0.099 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBE,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,AM,HBW,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.259 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,AM,HBE,MNL,Metro,V_egress_Walk,0.146 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBE,MNL,V_Metro,0.243 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,AM,HBW,MNL,Bus_and_Metro,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,AM,HBE,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBE,MNL,V_Bus_and_Metro,(-2.992) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,AM,HBW,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,AM,HBE,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.129 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBE,MNL,V_Auto_Rickshaw,(-1.954) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,AM,HBW,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.259 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,AM,HBE,MNL,Metro,V_egress_App_Based_Car,0.056 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBE,MNL,V_App_Based_Two_Wheeler,(-1.225) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,AM,HBW,MNL,Bus_and_Metro,V_access_App_Based_Car,0.111 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,AM,HBE,MNL,Bus_and_Metro,V_egress_Walk,0.117 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBE,MNL,V_App_Based_Car,(-1.225) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,AM,HBE,MNL,Bus,V_access_Walk,0.866 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,AM,HBE,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBE,MNL,V_Vehicle_Pool,(-1.225) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,AM,HBE,MNL,Bus,V_access_Bicycle,0.221 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,AM,HBE,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.101 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBE,MNL,V_School_Bus,(-0.871) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,AM,HBE,MNL,Bus,V_access_Own_Two_Wheeler,0.233 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,AM,HBE,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.044 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBO,MNL,V_Walk,0.249 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,AM,HBE,MNL,Bus,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,AM,HBO,MNL,Bus,V_egress_Walk,0.315 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBO,MNL,V_Bicycle,(-0.976) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,AM,HBE,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,AM,HBO,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBO,MNL,V_Own_Two_Wheeler,0.339 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,AM,HBE,MNL,Bus,V_access_App_Based_Two_Wheeler,0.233 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,AM,HBO,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.285 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBO,MNL,V_Own_Car,(-0.118) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,AM,HBE,MNL,Bus,V_access_App_Based_Car,0.099 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,AM,HBO,MNL,Bus,V_egress_App_Based_Car,0.122 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBO,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,AM,HBE,MNL,Metro,V_access_Walk,0.043 -  0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,AM,HBO,MNL,Metro,V_egress_Walk,0.178 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBO,MNL,V_Metro,0.270 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,AM,HBE,MNL,Metro,V_access_Bicycle,0.010- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,AM,HBO,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBO,MNL,V_Bus_and_Metro,(-2.720) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,AM,HBE,MNL,Metro,V_access_Own_Two_Wheeler,0.568 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,AM,HBO,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.158 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBO,MNL,V_Auto_Rickshaw,(-1.519) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,AM,HBE,MNL,Metro,V_access_Own_Car,(-0.243) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,AM,HBO,MNL,Metro,V_egress_App_Based_Car,0.068 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,HBO,MNL,V_App_Based_Two_Wheeler,(-0.714) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,AM,HBE,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,AM,HBO,MNL,Bus_and_Metro,V_egress_Walk,0.143 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,HBO,MNL,V_App_Based_Car,(-0.714) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,AM,HBE,MNL,Metro,V_access_App_Based_Two_Wheeler,0.568 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,AM,HBO,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,HBO,MNL,V_Vehicle_Pool,(-1.021) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,AM,HBE,MNL,Metro,V_access_App_Based_Car,(-0.243) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,AM,HBO,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.124 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,HBO,MNL,V_School_Bus,(-1.021) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,AM,HBE,MNL,Bus_and_Metro,V_access_Walk,0.866 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,AM,HBO,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.054 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,NHB,MNL,V_Walk,0.249 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,AM,HBE,MNL,Bus_and_Metro,V_access_Bicycle,0.221 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,AM,NHB,MNL,Bus,V_egress_Walk,0.344 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,NHB,MNL,V_Bicycle,(-0.976) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,AM,HBE,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.233 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,AM,NHB,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,NHB,MNL,V_Own_Two_Wheeler,0.309 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,AM,HBE,MNL,Bus_and_Metro,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,AM,NHB,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.310 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,NHB,MNL,V_Own_Car,(-0.132) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,AM,HBE,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,AM,NHB,MNL,Bus,V_egress_App_Based_Car,0.133 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,NHB,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,AM,HBE,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.233 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,AM,NHB,MNL,Metro,V_egress_Walk,0.194 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,NHB,MNL,V_Metro,0.295 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,AM,HBE,MNL,Bus_and_Metro,V_access_App_Based_Car,0.099 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,AM,NHB,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,NHB,MNL,V_Bus_and_Metro,(-2.418) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,AM,HBO,MNL,Bus,V_access_Walk,1.059 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,AM,NHB,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.172- 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,NHB,MNL,V_Auto_Rickshaw,(-1.519) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,AM,HBO,MNL,Bus,V_access_Bicycle,0.270 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,AM,NHB,MNL,Metro,V_egress_App_Based_Car,0.074 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
AM,NHB,MNL,V_App_Based_Two_Wheeler,(-0.714) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,AM,HBO,MNL,Bus,V_access_Own_Two_Wheeler,0.284 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,AM,NHB,MNL,Bus_and_Metro,V_egress_Walk,0.156 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
AM,NHB,MNL,V_App_Based_Car,(-0.714) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,AM,HBO,MNL,Bus,V_access_Own_Car,0.122 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,AM,NHB,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
AM,NHB,MNL,V_Vehicle_Pool,(-1.021) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,AM,HBO,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,AM,NHB,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.135 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
AM,NHB,MNL,V_School_Bus,(-1.021) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,AM,HBO,MNL,Bus,V_access_App_Based_Two_Wheeler,0.284 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,AM,NHB,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.058- 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
IP,HBW,MNL,V_Walk,0.192 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,AM,HBO,MNL,Bus,V_access_App_Based_Car,0.122 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,IP,HBW,MNL,Bus,V_egress_Walk,0.287 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
